type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,725/430,,Connettore circolare maschio 70 poli size 16 orientamento X (Van-System cod. KVBS030RT40A70PX LC F16 G3),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,725/461,EC03P023221B07,Connettore circolare fisso maschio 6 poli size (Van-System cod. C1200-03827),Connettore circolare fisso maschio 6 poli size
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,725/426,,Connettore circolare maschio 19 poli size 16 orientamento Z (Van-System cod. KVBS030FT2214PZ LC F16 G3),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,725/424,,Connettore circolare maschio 19 poli size 16 orientamento W (Van-System cod. KVBS030FT2214PW LC F16 G3),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,725/422,,Connettore circolare maschio 19 poli size 16 orientamento N (Van-System cod. KVBS030FT2214P LC F16 G3),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,549/973,,Connettore D-SUB femmina 9 poli (Harting 009 4701),Connettore D-SUB femmina 9 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,,EC03P000122B25,Connettore circolare Slim maschio 4 poli (Harting 21 03 881 1426),Connettore circolare Slim maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,388/458,EC03N000149B112,Telaio incernierato per 6 moduli (Harting cod. 024 0303),Telaio incernierato per 6 moduli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,,EC03N000149B414,Inserto femmina Han 40A 2 poli (Harting cod. 002 3102),Inserto femmina Han 40A 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,388/456,EC03N000149B103,Inserto femmina Han 100A 2 poli (Harting cod. 002 2751),Inserto femmina Han 100A 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,58,560/276,EC03N000149B369,Inserto femmina Han DD 108 poli (Harting cod. 108 3101),Inserto femmina Han DD 108 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,720/858,EC03P016294B03,Connettore volante femmina 39 poli (Van-System CV010116 6-39S B),Connettore volante femmina 39 poli (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 21 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,,Custodia 9 poli passo 4-40 (Harting cod. 61 0010),Custodia 9 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,,Custodia 25 poli passo 4-40 (Harting cod. 61 0017),Custodia 25 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,720/849,,Connettore D-SUB femmina 25 poli (Harting 67 025 4701),Connettore D-SUB femmina 25 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,313/672,211EU22392B01,Connettore rettangolare femmina 48 poli DIN (Harting cod. 09 06 248 3201),Connettore rettangolare femmina 48 poli DIN
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,EC03P006671B06,Connettore D-SUB maschio 2 poli (Harting cod. 110 0022),Connettore D-SUB maschio 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,EC03P006671B13,Custodia di plastica D-SUB 9 poli 2W2C (Conec 165 X 13369 X),Custodia di plastica D-SUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,EC03P006671B15,Pressacavo per D-SUB 9/15 poli (Conec cod. 907600),Pressacavo per D-SUB 9/15 poli (Conec cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,549/974,,Connettore D-SUB maschio 9 poli (Harting cod. 009 5601),Connettore D-SUB maschio 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,60,,EC03P017619B27,Connettore rettangolare tipo GDMC 3011 nero (Hirschmann cod. 931 963-100),Connettore rettangolare tipo GDMC 3011 nero
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,62,313/672,EC03P013465B01,Connettore rettangolare femmina 48 poli DIN (Harting cod. 09 06 248 3201),Connettore rettangolare femmina 48 poli DIN
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,62,,EC03P002564B22,Connettore volante M12 femmina 5 poli (Harting 21 03 821 2505),Connettore volante M12 femmina 5 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,62,,EC03P020926B01,Supporto terminale E/NS 35 N (Phoenix cod. 0800886),Supporto terminale E/NS 35 N (Phoenix cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/385,211VD01011B1305,"Relè monostabile istantaneo, tempo fisso 1,5 (A.M.R.A. cod. UTMRZ01-C110-1.5S-KG)","Relè monostabile istantaneo, tempo fisso 1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,,EC03N000149B120,Perno di codifica maschio per Han Modular cod. 09 14 000 9908),Perno di codifica maschio per Han Modular
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,,EC03N000149B121,Perno di codifica femmina per Han Modular cod. 09 14 000 9909),Perno di codifica femmina per Han Modular
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,560/674,EC03N000149B368,Inserto maschio Han DD 108 poli (Harting 108 3001),Inserto maschio Han DD 108 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/397,,"Relè RDGR 110Vcc 4 contatti, zoccolo (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/394,,Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. C024-H),Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/393,,Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod. C110-G),Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/396,,"Relè RDGR 24Vcc 4 contatti, zoccolo (A.M.R.A. cod. RDGR78-C024-HH)","Relè RDGR 24Vcc 4 contatti, zoccolo"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,70,725/398,211SK60305B3306,Relè monostabile temporizzato 110V (A.M.R.A. TMS-2E-Z02-C110),Relè monostabile temporizzato 110V (A.M.R.A.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/385,211VD01011B1305,"Relè monostabile istantaneo, tempo fisso 1,5 (A.M.R.A. cod. UTMRZ01-C110-1.5S-KG)","Relè monostabile istantaneo, tempo fisso 1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,,EC03N000149B120,Perno di codifica maschio per Han Modular (Harting cod. 09 14 000 9908),Perno di codifica maschio per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,,EC03N000149B121,Perno di codifica femmina per Han Modular (Harting cod. 09 14 000 9909),Perno di codifica femmina per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,560/674,EC03N000149B368,Inserto maschio Han DD 108 poli (Harting cod. 108 3001),Inserto maschio Han DD 108 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/397,,"Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/394,,Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78C024-H),Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78-
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/393,,Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod. C110-G),Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/396,,"Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C024-HH)","Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,72,725/398,211SK60305B3306,Relè monostabile temporizzato 110V (A.M.R.A. TMS-2E-Z02-C110),Relè monostabile temporizzato 110V (A.M.R.A.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/385,211VD01011B1305,"Relè monostabile istantaneo, tempo fisso 1,5 (A.M.R.A. cod. UTMRZ01-C110-1.5S-KG)","Relè monostabile istantaneo, tempo fisso 1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,,EC03N000149B120,Perno di codifica maschio per Han Modular (Harting cod. 09 14 000 9908),Perno di codifica maschio per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,,EC03N000149B121,Perno di codifica femmina per Han Modular (Harting cod. 09 14 000 9909),Perno di codifica femmina per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,560/674,EC03N000149B368,Inserto maschio Han DD 108 poli (Harting cod. 108 3001),Inserto maschio Han DD 108 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/397,,"Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/394,,Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78C024-H),Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78-
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/393,,Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod. C110-G),Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/396,,"Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C024-HH)","Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,74,725/398,211SK60305B3306,Relè monostabile temporizzato 110V (A.M.R.A. TMS-2E-Z02-C110),Relè monostabile temporizzato 110V (A.M.R.A.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/385,211VD01011B1305,"Relè monostabile istantaneo, tempo fisso 1,5 (A.M.R.A. cod. UTMRZ01-C110-1.5S-KG)","Relè monostabile istantaneo, tempo fisso 1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,,EC03N000149B120,Perno di codifica maschio per Han Modular (Harting cod. 09 14 000 9908),Perno di codifica maschio per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,,EC03N000149B121,Perno di codifica femmina per Han Modular (Harting cod. 09 14 000 9909),Perno di codifica femmina per Han Modular (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,560/674,EC03N000149B368,Inserto maschio Han DD 108 poli (Harting cod. 108 3001),Inserto maschio Han DD 108 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/397,,"Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/394,,Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78C024-H),Relè RCGR 24Vcc 2 contatti (A.M.R.A. cod. RCGR78-
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/393,,Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod. C110-G),Relè RCGR 110Vcc 2 contatti (A.M.R.A. cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/396,,"Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160 (A.M.R.A. cod. RDGR78-C024-HH)","Relè RDGR 24Vcc 4 contatti, zoccolo PRIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,76,725/398,211SK60305B3306,Relè monostabile temporizzato 110V (A.M.R.A. TMS-2E-Z02-C110),Relè monostabile temporizzato 110V (A.M.R.A.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva tipo S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/560,211EK22984B02,Interruttore magnetotermico unipolare curva tipo S281-UC-C8-250Vcc-FS (ABB cod. 11864324),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva tipo S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/556,211EK22984B04,Interruttore magnetotermico unipolare curva tipo S281-UC-C16-250Vcc-FS (ABB cod. 11864326),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/464,211EK22984B09,Interruttore magnetotermico unipolare curva tipo S281-UC-C50-250Vcc-FS (ABB cod. 11864331),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/644,211EK22984B112,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C1 (ABB cod. 11864376),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/636,211EK22984B113,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C2 (ABB cod. 11864377),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/545,211EK22984B115,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C4 (ABB cod. 11864379),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/621,211EK22984B12,Interruttore magnetotermico unipolare curva tipo S281-UC-K1-250Vcc-FS (ABB cod. 11864312),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/465,211EK22984B13,Interruttore magnetotermico unipolare curva tipo S281-UC-K2-250Vcc-FS (ABB cod. 11864313),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/594,211EK22984B14,Interruttore magnetotermico unipolare curva tipo S281-UC-K3-250Vcc-FS (ABB cod. 11864314),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/466,211EK22984B15,Interruttore magnetotermico unipolare curva tipo S281-UC-K6-250Vcc-FS (ABB cod. 11864315),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,550/715,211EK22984B17,Interruttore magnetotermico unipolare curva tipo S281-UC-K10-250Vcc-FS (ABB cod. 11864317),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/603,211EK22984B31,Interruttore magnetotermico bipolare curva S282-UC-C6-250Vcc-FS (ABB cod. 11865266),Interruttore magnetotermico bipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/562,211EK22984B45,Interruttore magnetotermico bipolare curva S282-UC-K4-250Vcc-FS (ABB cod. 11865258),Interruttore magnetotermico bipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,78,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM (ABB cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,388/465,EC03N000149B102,Telaio incernierato 6 moduli (Harting cod. 09 0313),Telaio incernierato 6 moduli (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,388/466,EC03N000149B113,Inserto maschio Han Axial 100 2 poli (Harting 14 002 2651),Inserto maschio Han Axial 100 2 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,,EC03N000149B326,Inserto maschio Han DDD 17 poli (Harting cod. 017 3001),Inserto maschio Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,,EC03N000149B415,Inserto maschio Han 40A 2 poli (Harting cod. 002 3002),Inserto maschio Han 40A 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,,,,0800886)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,80,,EC03P020926B01,Supporto terminale E/NS 35 N (Phoenix cod. 0800886),Supporto terminale E/NS 35 N (Phoenix cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva tipo S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/560,211EK22984B02,Interruttore magnetotermico unipolare curva tipo S281-UC-C8-250Vcc-FS (ABB cod. 11864324),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva tipo S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/556,211EK22984B04,Interruttore magnetotermico unipolare curva tipo S281-UC-C16-250Vcc-FS (ABB cod. 11864326),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/464,211EK22984B09,Interruttore magnetotermico unipolare curva tipo S281-UC-C50-250Vcc-FS (ABB cod. 11864331),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/644,211EK22984B112,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C1 (ABB cod. 11864376),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/636,211EK22984B113,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C2 (ABB cod. 11864377),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/545,211EK22984B115,Interruttore magnetotermico unipolare curva tipo S281-UC-FS-C4 (ABB cod. 11864379),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,82,330/621,211EK22984B12,Interruttore magnetotermico unipolare curva tipo S281-UC-K1-250Vcc-FS (ABB cod. 11864312),Interruttore magnetotermico unipolare curva
